Month,Day,Year,AverageTemperature,AverageTemperatureUncertainty,Country
11,1,2012,19.677,0.234,Argentina
12,1,1996,20.509,0.234,Argentina
5,1,2000,10.858,0.234,Argentina
11,1,2012,19.677,0.234,Argentina
10,1,1970,15.115,0.233,Argentina
6,1,1992,9.034,0.233,Argentina
5,1,2001,10.624,0.233,Argentina
4,1,2002,14.4,0.233,Argentina
2,1,2010,20.858,0.233,Argentina
6,1,1992,9.034,0.233,Argentina
5,1,2001,10.624,0.233,Argentina
4,1,2002,14.4,0.233,Argentina
10,1,1970,15.115,0.233,Argentina
2,1,2010,20.858,0.233,Argentina
4,1,1976,13.696,0.232,Argentina
3,1,1989,18.405,0.232,Argentina
6,1,1991,8.492,0.232,Argentina
4,1,1976,13.696,0.232,Argentina
3,1,1989,18.405,0.232,Argentina
6,1,1991,8.492,0.232,Argentina
8,1,1972,8.777,0.231,Argentina
5,1,1977,10.88,0.231,Argentina
5,1,1992,10.602,0.231,Argentina
5,1,1992,10.602,0.231,Argentina
2,1,2009,19.492,0.231,Argentina
8,1,1972,8.777,0.231,Argentina
5,1,1977,10.88,0.231,Argentina
2,1,1970,21.538,0.23,Argentina
11,1,1992,17.313,0.23,Argentina
1,1,1993,21.623,0.23,Argentina
7,1,1994,8.011,0.23,Argentina
8,1,2000,9.887,0.23,Argentina
11,1,1992,17.313,0.23,Argentina
1,1,1993,21.623,0.23,Argentina
7,1,1994,8.011,0.23,Argentina
8,1,2000,9.887,0.23,Argentina
2,1,1970,21.538,0.23,Argentina
7,1,1977,8.483,0.229,Argentina
2,1,1984,20.936,0.229,Argentina
12,1,1988,21.711,0.229,Argentina
5,1,1997,12.509,0.229,Argentina
3,1,2003,19.423,0.229,Argentina
5,1,1997,12.509,0.229,Argentina
3,1,2003,19.423,0.229,Argentina
7,1,1977,8.483,0.229,Argentina
2,1,1984,20.936,0.229,Argentina
12,1,1988,21.711,0.229,Argentina
3,1,1984,18.389,0.228,Argentina
4,1,1990,14.242,0.228,Argentina
12,1,1995,22.485,0.228,Argentina
10,1,1999,15.98,0.228,Argentina
12,1,1995,22.485,0.228,Argentina
10,1,1999,15.98,0.228,Argentina
7,1,2018,7.578,0.228,Argentina
3,1,1984,18.389,0.228,Argentina
4,1,1990,14.242,0.228,Argentina
5,1,1983,11.1,0.227,Argentina
6,1,2000,8.794,0.227,Argentina
7,1,2002,8.137,0.227,Argentina
6,1,2000,8.794,0.227,Argentina
7,1,2002,8.137,0.227,Argentina
10,1,2022,13.767,0.227,Argentina
3,1,2028,17.771,0.227,Argentina
5,1,1983,11.1,0.227,Argentina
5,1,1990,10.831,0.226,Argentina
3,1,2011,18.528,0.226,Argentina
5,1,1990,10.831,0.226,Argentina
3,1,2011,18.528,0.226,Argentina
3,1,1970,18.698,0.225,Argentina
7,1,1971,9.393,0.225,Argentina
7,1,1984,7.092,0.225,Argentina
3,1,1998,17.956,0.225,Argentina
3,1,1998,17.956,0.225,Argentina
3,1,1970,18.698,0.225,Argentina
7,1,1971,9.393,0.225,Argentina
7,1,1984,7.092,0.225,Argentina
9,1,2003,13.252,0.224,Argentina
2,1,2005,21.653,0.224,Argentina
9,1,2003,13.252,0.224,Argentina
2,1,2005,21.653,0.224,Argentina
8,1,2023,8.513,0.224,Argentina
2,1,1977,20.371,0.223,Argentina
9,1,1978,13.422,0.223,Argentina
3,1,1987,19.089,0.223,Argentina
9,1,1994,13.785,0.223,Argentina
9,1,1994,13.785,0.223,Argentina
2,1,1977,20.371,0.223,Argentina
9,1,1978,13.422,0.223,Argentina
3,1,1987,19.089,0.223,Argentina
6,1,1982,7.751,0.222,Argentina
8,1,1982,10.651,0.222,Argentina
6,1,2005,9.348,0.222,Argentina
4,1,2010,14.293,0.222,Argentina
1,1,2013,22.477,0.222,Argentina
6,1,2005,9.348,0.222,Argentina
6,1,1982,7.751,0.222,Argentina
8,1,1982,10.651,0.222,Argentina
4,1,2010,14.293,0.222,Argentina
1,1,2013,22.477,0.222,Argentina
5,1,2007,9.084,0.221,Argentina
10,1,2011,15.496,0.221,Argentina
3,1,2018,18.035,0.221,Argentina
5,1,2007,9.084,0.221,Argentina
10,1,2011,15.496,0.221,Argentina
6,1,1978,8.149,0.22,Argentina
9,1,1983,11.496,0.22,Argentina
3,1,2006,18.477,0.22,Argentina
3,1,2006,18.477,0.22,Argentina
6,1,1978,8.149,0.22,Argentina
9,1,1983,11.496,0.22,Argentina
7,1,1995,7.629,0.219,Argentina
3,1,2007,18.622,0.219,Argentina
7,1,2009,7.201,0.219,Argentina
7,1,1995,7.629,0.219,Argentina
3,1,2007,18.622,0.219,Argentina
7,1,2009,7.201,0.219,Argentina
11,1,1987,19.156,0.218,Argentina
5,1,1996,12.44,0.218,Argentina
4,1,2004,15.555,0.218,Argentina
5,1,1996,12.44,0.218,Argentina
4,1,2004,15.555,0.218,Argentina
7,1,2026,7.301,0.218,Argentina
11,1,1987,19.156,0.218,Argentina
2,1,1971,19.404,0.217,Argentina
2,1,1971,19.404,0.217,Argentina
3,1,1972,17.385,0.216,Argentina
7,1,1979,9.422,0.216,Argentina
3,1,1972,17.385,0.216,Argentina
7,1,1979,9.422,0.216,Argentina
2,1,1973,20.765,0.215,Argentina
7,1,2006,9.972,0.215,Argentina
7,1,2006,9.972,0.215,Argentina
2,1,1973,20.765,0.215,Argentina
5,1,1985,12.205,0.214,Argentina
10,1,1987,15.992,0.214,Argentina
4,1,1994,14.641,0.214,Argentina
3,1,1995,18.531,0.214,Argentina
5,1,1998,12.129,0.214,Argentina
4,1,1994,14.641,0.214,Argentina
3,1,1995,18.531,0.214,Argentina
5,1,1998,12.129,0.214,Argentina
5,1,1985,12.205,0.214,Argentina
10,1,1987,15.992,0.214,Argentina
4,1,2028,14.587,0.213,Argentina
12,1,1979,20.098,0.212,Argentina
5,1,1981,13.26,0.212,Argentina
2,1,1986,20.801,0.212,Argentina
8,1,1987,9.166,0.212,Argentina
5,1,1991,12.574,0.212,Argentina
9,1,1998,11.575,0.212,Argentina
9,1,1998,11.575,0.212,Argentina
8,1,2012,8.396,0.212,Argentina
12,1,1979,20.098,0.212,Argentina
5,1,1981,13.26,0.212,Argentina
2,1,1986,20.801,0.212,Argentina
8,1,1987,9.166,0.212,Argentina
5,1,1991,12.574,0.212,Argentina
1,1,1978,20.912,0.21,Argentina
5,1,1982,12.711,0.21,Argentina
10,1,1998,16.914,0.21,Argentina
3,1,2010,19.867,0.21,Argentina
10,1,1998,16.914,0.21,Argentina
1,1,1978,20.912,0.21,Argentina
5,1,1982,12.711,0.21,Argentina
3,1,2010,19.867,0.21,Argentina
12,1,1972,20.62,0.209,Argentina
3,1,1977,18.792,0.209,Argentina
8,1,1992,10.115,0.209,Argentina
8,1,1992,10.115,0.209,Argentina
8,1,2026,10.06,0.209,Argentina
12,1,1972,20.62,0.209,Argentina
3,1,1977,18.792,0.209,Argentina
2,1,1980,20.916,0.208,Argentina
10,1,2002,16.66,0.208,Argentina
10,1,2002,16.66,0.208,Argentina
2,1,1980,20.916,0.208,Argentina
10,1,2001,16.198,0.207,Argentina
3,1,2005,18.616,0.207,Argentina
1,1,2008,22.073,0.207,Argentina
1,1,2011,22.126,0.207,Argentina
10,1,2001,16.198,0.207,Argentina
3,1,2005,18.616,0.207,Argentina
6,1,2024,8.092,0.207,Argentina
1,1,2008,22.073,0.207,Argentina
1,1,2011,22.126,0.207,Argentina
9,1,1972,12.87,0.206,Argentina
9,1,1972,12.87,0.206,Argentina
11,1,1973,17.441,0.205,Argentina
6,1,1998,9.102,0.205,Argentina
2,1,2003,21.034,0.205,Argentina
2,1,2008,21.458,0.205,Argentina
6,1,1998,9.102,0.205,Argentina
2,1,2003,21.034,0.205,Argentina
7,1,2027,7.78,0.205,Argentina
11,1,1973,17.441,0.205,Argentina
2,1,2008,21.458,0.205,Argentina
8,1,1995,9.278,0.204,Argentina
8,1,1995,9.278,0.204,Argentina
1,1,1970,20.963,0.203,Argentina
10,1,1978,15.724,0.203,Argentina
2,1,1995,19.817,0.203,Argentina
9,1,1995,13.009,0.203,Argentina
8,1,1997,11.049,0.203,Argentina
10,1,2008,16.132,0.203,Argentina
2,1,1995,19.817,0.203,Argentina
9,1,1995,13.009,0.203,Argentina
8,1,1997,11.049,0.203,Argentina
11,1,2028,18.589,0.203,Argentina
1,1,1970,20.963,0.203,Argentina
10,1,1978,15.724,0.203,Argentina
10,1,2008,16.132,0.203,Argentina
8,1,1970,9.493,0.202,Argentina
1,1,1985,21.387,0.202,Argentina
5,1,1993,10.87,0.202,Argentina
11,1,2006,18.695,0.202,Argentina
10,1,2009,16.122,0.202,Argentina
5,1,1993,10.87,0.202,Argentina
10,1,2020,14.22,0.202,Argentina
8,1,1970,9.493,0.202,Argentina
1,1,1985,21.387,0.202,Argentina
11,1,2006,18.695,0.202,Argentina
10,1,2009,16.122,0.202,Argentina
5,1,1974,11.495,0.201,Argentina
10,1,1992,15.466,0.201,Argentina
6,1,1993,8.504,0.201,Argentina
10,1,1992,15.466,0.201,Argentina
6,1,1993,8.504,0.201,Argentina
5,1,1974,11.495,0.201,Argentina
12,1,1976,19.772,0.2,Argentina
8,1,1984,8.438,0.2,Argentina
1,1,2010,22.422,0.2,Argentina
12,1,1976,19.772,0.2,Argentina
8,1,1984,8.438,0.2,Argentina
1,1,2010,22.422,0.2,Argentina
2,1,1976,20.497,0.199,Argentina
12,1,1990,20.493,0.199,Argentina
12,1,1994,22.367,0.199,Argentina
12,1,2000,20.472,0.199,Argentina
12,1,1994,22.367,0.199,Argentina
12,1,2000,20.472,0.199,Argentina
6,1,2017,8.7,0.199,Argentina
2,1,1976,20.497,0.199,Argentina
12,1,1990,20.493,0.199,Argentina
1,1,1976,21.204,0.198,Argentina
1,1,1976,21.204,0.198,Argentina
3,1,1986,17.7,0.197,Argentina
8,1,1988,9.961,0.197,Argentina
2,1,2012,21.487,0.197,Argentina
8,1,2027,9.91,0.197,Argentina
3,1,1986,17.7,0.197,Argentina
8,1,1988,9.961,0.197,Argentina
2,1,2012,21.487,0.197,Argentina
12,1,2005,20.303,0.196,Argentina
5,1,2010,10.894,0.196,Argentina
12,1,2005,20.303,0.196,Argentina
5,1,2028,10.16,0.196,Argentina
5,1,2010,10.894,0.196,Argentina
6,1,1988,7.736,0.195,Argentina
6,1,1988,7.736,0.195,Argentina
1,1,1972,22.15,0.194,Argentina
7,1,1974,8.833,0.194,Argentina
11,1,1986,18.174,0.194,Argentina
2,1,1994,20.087,0.194,Argentina
2,1,1994,20.087,0.194,Argentina
1,1,1972,22.15,0.194,Argentina
7,1,1974,8.833,0.194,Argentina
11,1,1986,18.174,0.194,Argentina
10,1,1979,15.527,0.193,Argentina
1,1,1983,22.306,0.193,Argentina
2,1,1987,21.631,0.193,Argentina
9,1,1996,12.602,0.193,Argentina
11,1,1997,18.45,0.193,Argentina
9,1,1996,12.602,0.193,Argentina
11,1,1997,18.45,0.193,Argentina
10,1,1979,15.527,0.193,Argentina
1,1,1983,22.306,0.193,Argentina
2,1,1987,21.631,0.193,Argentina
5,1,1970,11.408,0.192,Argentina
9,1,1971,13.991,0.192,Argentina
7,1,1992,5.74,0.192,Argentina
1,1,2007,21.719,0.192,Argentina
2,1,2009,21.442,0.192,Argentina
7,1,1992,5.74,0.192,Argentina
5,1,1970,11.408,0.192,Argentina
9,1,1971,13.991,0.192,Argentina
1,1,2007,21.719,0.192,Argentina
2,1,2009,21.442,0.192,Argentina
4,1,2029,15.842,0.191,Argentina
1,1,1977,21.406,0.19,Argentina
4,1,1977,15.387,0.19,Argentina
1,1,1984,22.178,0.19,Argentina
2,1,1990,20.844,0.19,Argentina
1,1,2002,21.587,0.19,Argentina
1,1,2002,21.587,0.19,Argentina
1,1,1977,21.406,0.19,Argentina
4,1,1977,15.387,0.19,Argentina
1,1,1984,22.178,0.19,Argentina
2,1,1990,20.844,0.19,Argentina
1,1,1979,22.135,0.189,Argentina
3,1,1983,18.69,0.189,Argentina
1,1,1990,22.032,0.189,Argentina
7,1,2007,6.105,0.189,Argentina
1,1,1979,22.135,0.189,Argentina
3,1,1983,18.69,0.189,Argentina
1,1,1990,22.032,0.189,Argentina
7,1,2007,6.105,0.189,Argentina
3,1,1974,18.463,0.188,Argentina
12,1,1978,20.985,0.188,Argentina
3,1,1999,18.744,0.188,Argentina
4,1,2007,15.417,0.188,Argentina
6,1,2010,8.766,0.188,Argentina
3,1,1999,18.744,0.188,Argentina
3,1,1974,18.463,0.188,Argentina
12,1,1978,20.985,0.188,Argentina
4,1,2007,15.417,0.188,Argentina
6,1,2010,8.766,0.188,Argentina
8,1,1971,10.237,0.186,Argentina
9,1,1973,11.737,0.186,Argentina
8,1,1983,9.347,0.186,Argentina
4,1,2001,14.678,0.186,Argentina
4,1,2001,14.678,0.186,Argentina
8,1,1971,10.237,0.186,Argentina
9,1,1973,11.737,0.186,Argentina
8,1,1983,9.347,0.186,Argentina
4,1,1971,12.882,0.185,Argentina
3,1,1978,18.773,0.185,Argentina
9,1,1979,11.18,0.185,Argentina
2,1,1983,20.573,0.185,Argentina
12,1,1983,22.224,0.185,Argentina
11,1,2007,17.996,0.185,Argentina
4,1,1971,12.882,0.185,Argentina
3,1,1978,18.773,0.185,Argentina
9,1,1979,11.18,0.185,Argentina
2,1,1983,20.573,0.185,Argentina
12,1,1983,22.224,0.185,Argentina
11,1,2007,17.996,0.185,Argentina
6,1,1977,9.287,0.184,Argentina
6,1,1977,9.287,0.184,Argentina
11,1,1993,18.273,0.183,Argentina
12,1,1999,20.66,0.183,Argentina
9,1,2007,13.435,0.183,Argentina
11,1,1993,18.273,0.183,Argentina
12,1,1999,20.66,0.183,Argentina
9,1,2007,13.435,0.183,Argentina
8,1,1991,9.96,0.182,Argentina
12,1,2004,21.036,0.182,Argentina
12,1,2004,21.036,0.182,Argentina
8,1,1991,9.96,0.182,Argentina
11,1,1975,17.443,0.181,Argentina
1,1,1982,21.912,0.181,Argentina
11,1,1984,17.684,0.181,Argentina
2,1,2001,22.131,0.181,Argentina
2,1,2001,22.131,0.181,Argentina
11,1,1975,17.443,0.181,Argentina
1,1,1982,21.912,0.181,Argentina
11,1,1984,17.684,0.181,Argentina
11,1,1981,18.152,0.18,Argentina
11,1,1981,18.152,0.18,Argentina
12,1,1970,20.351,0.179,Argentina
4,1,1989,15.1,0.179,Argentina
10,1,1991,14.489,0.179,Argentina
9,1,2026,12.116,0.179,Argentina
12,1,1970,20.351,0.179,Argentina
4,1,1989,15.1,0.179,Argentina
10,1,1991,14.489,0.179,Argentina
4,1,1999,13.646,0.178,Argentina
9,1,2002,12.867,0.178,Argentina
5,1,2009,12.232,0.178,Argentina
4,1,1999,13.646,0.178,Argentina
9,1,2002,12.867,0.178,Argentina
5,1,2009,12.232,0.178,Argentina
1,1,2000,22.092,0.177,Argentina
1,1,2003,22.091,0.177,Argentina
1,1,2006,22.167,0.177,Argentina
1,1,2000,22.092,0.177,Argentina
1,1,2003,22.091,0.177,Argentina
1,1,2006,22.167,0.177,Argentina
2,1,1991,20.607,0.176,Argentina
10,1,1994,15.359,0.176,Argentina
8,1,1996,11.684,0.176,Argentina
7,1,1998,10.197,0.176,Argentina
8,1,2002,10.884,0.176,Argentina
3,1,2004,19.98,0.176,Argentina
10,1,2010,15.529,0.176,Argentina
10,1,1994,15.359,0.176,Argentina
8,1,1996,11.684,0.176,Argentina
7,1,1998,10.197,0.176,Argentina
8,1,2002,10.884,0.176,Argentina
3,1,2004,19.98,0.176,Argentina
2,1,1991,20.607,0.176,Argentina
10,1,2010,15.529,0.176,Argentina
1,1,1980,22.248,0.175,Argentina
10,1,1983,16.402,0.175,Argentina
9,1,2001,12.257,0.175,Argentina
9,1,2001,12.257,0.175,Argentina
1,1,1980,22.248,0.175,Argentina
10,1,1983,16.402,0.175,Argentina
3,1,1981,18.571,0.174,Argentina
9,1,1993,12.104,0.174,Argentina
10,1,1993,15.88,0.174,Argentina
9,1,1993,12.104,0.174,Argentina
10,1,1993,15.88,0.174,Argentina
3,1,1981,18.571,0.174,Argentina
1,1,1981,20.804,0.173,Argentina
9,1,1984,12.76,0.173,Argentina
3,1,1988,19.773,0.173,Argentina
9,1,1991,13.122,0.173,Argentina
6,1,2009,8.104,0.173,Argentina
1,1,1981,20.804,0.173,Argentina
9,1,1984,12.76,0.173,Argentina
3,1,1988,19.773,0.173,Argentina
9,1,1991,13.122,0.173,Argentina
6,1,2009,8.104,0.173,Argentina
1,1,1998,21.278,0.172,Argentina
4,1,2011,15.273,0.172,Argentina
1,1,1998,21.278,0.172,Argentina
4,1,2011,15.273,0.172,Argentina
3,1,1985,18.668,0.171,Argentina
8,1,1986,10.189,0.171,Argentina
7,1,1991,7.849,0.171,Argentina
2,1,2004,20.75,0.171,Argentina
2,1,2004,20.75,0.171,Argentina
3,1,1985,18.668,0.171,Argentina
8,1,1986,10.189,0.171,Argentina
7,1,1991,7.849,0.171,Argentina
2,1,1996,20.087,0.17,Argentina
3,1,2001,19.219,0.17,Argentina
8,1,2005,10.056,0.17,Argentina
10,1,2005,15.074,0.17,Argentina
2,1,1996,20.087,0.17,Argentina
3,1,2001,19.219,0.17,Argentina
8,1,2005,10.056,0.17,Argentina
10,1,2005,15.074,0.17,Argentina
4,1,1975,14.914,0.169,Argentina
9,1,1988,12.01,0.169,Argentina
12,1,1993,20.699,0.169,Argentina
1,1,1996,21.089,0.169,Argentina
11,1,1998,18.751,0.169,Argentina
10,1,2007,16.464,0.169,Argentina
12,1,1993,20.699,0.169,Argentina
1,1,1996,21.089,0.169,Argentina
11,1,1998,18.751,0.169,Argentina
4,1,1975,14.914,0.169,Argentina
9,1,1988,12.01,0.169,Argentina
10,1,2007,16.464,0.169,Argentina
2,1,1972,20.94,0.168,Argentina
7,1,1983,7.043,0.168,Argentina
2,1,1985,20.727,0.168,Argentina
7,1,1988,6.596,0.168,Argentina
2,1,1972,20.94,0.168,Argentina
7,1,1983,7.043,0.168,Argentina
2,1,1985,20.727,0.168,Argentina
7,1,1988,6.596,0.168,Argentina
11,1,2004,18.191,0.167,Argentina
12,1,2006,21.337,0.167,Argentina
12,1,2008,21.67,0.167,Argentina
11,1,2004,18.191,0.167,Argentina
12,1,2006,21.337,0.167,Argentina
12,1,2008,21.67,0.167,Argentina
5,1,1986,11.586,0.166,Argentina
3,1,1993,19.902,0.166,Argentina
9,1,1997,13.174,0.166,Argentina
2,1,2011,20.716,0.166,Argentina
5,1,2013,11.745,0.166,Argentina
3,1,1993,19.902,0.166,Argentina
9,1,1997,13.174,0.166,Argentina
5,1,1986,11.586,0.166,Argentina
2,1,2011,20.716,0.166,Argentina
5,1,2013,11.745,0.166,Argentina
11,1,1978,18.504,0.165,Argentina
10,1,1980,15.418,0.165,Argentina
11,1,1978,18.504,0.165,Argentina
10,1,1980,15.418,0.165,Argentina
3,1,1975,18.045,0.164,Argentina
4,1,1980,14.63,0.164,Argentina
12,1,1981,20.539,0.164,Argentina
7,1,1985,8.368,0.164,Argentina
7,1,1986,9.157,0.164,Argentina
10,1,1986,15.825,0.164,Argentina
3,1,1975,18.045,0.164,Argentina
4,1,1980,14.63,0.164,Argentina
12,1,1981,20.539,0.164,Argentina
7,1,1985,8.368,0.164,Argentina
7,1,1986,9.157,0.164,Argentina
10,1,1986,15.825,0.164,Argentina
2,1,1982,19.958,0.163,Argentina
10,1,1996,16.155,0.163,Argentina
10,1,1996,16.155,0.163,Argentina
2,1,1982,19.958,0.163,Argentina
10,1,1985,15.336,0.162,Argentina
4,1,1993,15.08,0.162,Argentina
6,1,2007,7.527,0.162,Argentina
4,1,1993,15.08,0.162,Argentina
10,1,1985,15.336,0.162,Argentina
6,1,2007,7.527,0.162,Argentina
2,1,1978,20.591,0.161,Argentina
4,1,2005,13.803,0.161,Argentina
4,1,2005,13.803,0.161,Argentina
12,1,2029,20.35,0.161,Argentina
2,1,1978,20.591,0.161,Argentina
3,1,1980,20.614,0.159,Argentina
3,1,2012,19.34,0.159,Argentina
3,1,1980,20.614,0.159,Argentina
3,1,2012,19.34,0.159,Argentina
2,1,1988,20.814,0.158,Argentina
11,1,1988,19.908,0.158,Argentina
12,1,1997,20.377,0.158,Argentina
12,1,2001,21.027,0.158,Argentina
12,1,1997,20.377,0.158,Argentina
12,1,2001,21.027,0.158,Argentina
2,1,1988,20.814,0.158,Argentina
11,1,1988,19.908,0.158,Argentina
3,1,1994,18.868,0.157,Argentina
11,1,2002,18.722,0.157,Argentina
12,1,2002,20.518,0.157,Argentina
3,1,1994,18.868,0.157,Argentina
11,1,2002,18.722,0.157,Argentina
12,1,2002,20.518,0.157,Argentina
7,1,1970,8.408,0.156,Argentina
12,1,1971,20.991,0.156,Argentina
6,1,1974,7.788,0.156,Argentina
7,1,1970,8.408,0.156,Argentina
12,1,1971,20.991,0.156,Argentina
6,1,1974,7.788,0.156,Argentina
8,1,1976,9.396,0.155,Argentina
10,1,1982,15.264,0.155,Argentina
5,1,1988,9.279,0.155,Argentina
9,1,2005,11.599,0.155,Argentina
9,1,2005,11.599,0.155,Argentina
8,1,1976,9.396,0.155,Argentina
10,1,1982,15.264,0.155,Argentina
5,1,1988,9.279,0.155,Argentina
10,1,1976,15.097,0.154,Argentina
11,1,1976,18.338,0.154,Argentina
7,1,1990,7.88,0.154,Argentina
10,1,1976,15.097,0.154,Argentina
11,1,1976,18.338,0.154,Argentina
7,1,1990,7.88,0.154,Argentina
11,1,1999,18.263,0.153,Argentina
11,1,1999,18.263,0.153,Argentina
9,1,1981,11.601,0.151,Argentina
4,1,1983,14.968,0.151,Argentina
10,1,2000,15.835,0.151,Argentina
10,1,2000,15.835,0.151,Argentina
9,1,1981,11.601,0.151,Argentina
4,1,1983,14.968,0.151,Argentina
3,1,1971,18.102,0.15,Argentina
6,1,1979,8.222,0.15,Argentina
12,1,1998,20.863,0.15,Argentina
12,1,1998,20.863,0.15,Argentina
3,1,1971,18.102,0.15,Argentina
6,1,1979,8.222,0.15,Argentina
3,1,2002,18.852,0.148,Argentina
3,1,2002,18.852,0.148,Argentina
4,1,1973,14.337,0.147,Argentina
3,1,1991,19.525,0.147,Argentina
12,1,1991,19.603,0.147,Argentina
10,1,1997,15.524,0.147,Argentina
10,1,1997,15.524,0.147,Argentina
4,1,1973,14.337,0.147,Argentina
3,1,1991,19.525,0.147,Argentina
12,1,1991,19.603,0.147,Argentina
10,1,1981,15.521,0.146,Argentina
11,1,1989,19.265,0.146,Argentina
9,1,2000,11.663,0.146,Argentina
9,1,2000,11.663,0.146,Argentina
10,1,1981,15.521,0.146,Argentina
11,1,1989,19.265,0.146,Argentina
12,1,1986,21.269,0.145,Argentina
2,1,1989,22.553,0.145,Argentina
4,1,1991,15.355,0.145,Argentina
10,1,2006,16.842,0.145,Argentina
3,1,2009,20.152,0.145,Argentina
12,1,1986,21.269,0.145,Argentina
2,1,1989,22.553,0.145,Argentina
4,1,1991,15.355,0.145,Argentina
10,1,2006,16.842,0.145,Argentina
3,1,2009,20.152,0.145,Argentina
5,1,1975,11.619,0.144,Argentina
9,1,1980,12.527,0.144,Argentina
1,1,1995,21.172,0.144,Argentina
4,1,1998,14.659,0.144,Argentina
1,1,1995,21.172,0.144,Argentina
4,1,1998,14.659,0.144,Argentina
5,1,1975,11.619,0.144,Argentina
9,1,1980,12.527,0.144,Argentina
4,1,1972,14.48,0.143,Argentina
5,1,1978,11.503,0.143,Argentina
11,1,2001,18.207,0.143,Argentina
11,1,2001,18.207,0.143,Argentina
4,1,1972,14.48,0.143,Argentina
5,1,1978,11.503,0.143,Argentina
6,1,1989,9.686,0.142,Argentina
11,1,1991,18.241,0.142,Argentina
7,1,1999,7.419,0.142,Argentina
7,1,1999,7.419,0.142,Argentina
6,1,1989,9.686,0.142,Argentina
11,1,1991,18.241,0.142,Argentina
6,1,1971,5.887,0.141,Argentina
8,1,1981,11.102,0.141,Argentina
4,1,2000,15.438,0.141,Argentina
2,1,2002,20.67,0.141,Argentina
4,1,2000,15.438,0.141,Argentina
2,1,2002,20.67,0.141,Argentina
6,1,1971,5.887,0.141,Argentina
8,1,1981,11.102,0.141,Argentina
5,1,1972,12.065,0.14,Argentina
6,1,1980,7.891,0.14,Argentina
12,1,1980,20.725,0.14,Argentina
5,1,1972,12.065,0.14,Argentina
6,1,1980,7.891,0.14,Argentina
12,1,1980,20.725,0.14,Argentina
1,1,2005,21.952,0.139,Argentina
1,1,2005,21.952,0.139,Argentina
1,1,1999,21.123,0.137,Argentina
1,1,1999,21.123,0.137,Argentina
12,1,1977,20.802,0.135,Argentina
3,1,2008,18.952,0.135,Argentina
12,1,1977,20.802,0.135,Argentina
3,1,2008,18.952,0.135,Argentina
4,1,1974,15.051,0.133,Argentina
11,1,2005,19.328,0.133,Argentina
11,1,2005,19.328,0.133,Argentina
4,1,1974,15.051,0.133,Argentina
4,1,1981,15.113,0.132,Argentina
4,1,1982,15.818,0.132,Argentina
6,1,1984,5.788,0.132,Argentina
4,1,1981,15.113,0.132,Argentina
4,1,1982,15.818,0.132,Argentina
6,1,1984,5.788,0.132,Argentina
1,1,1971,19.885,0.131,Argentina
8,1,2007,7.283,0.131,Argentina
8,1,2011,9.166,0.131,Argentina
9,1,2011,13.864,0.131,Argentina
1,1,1971,19.885,0.131,Argentina
8,1,2007,7.283,0.131,Argentina
8,1,2011,9.166,0.131,Argentina
9,1,2011,13.864,0.131,Argentina
8,1,2001,11.543,0.129,Argentina
12,1,2003,19.727,0.129,Argentina
5,1,2008,10.864,0.129,Argentina
8,1,2001,11.543,0.129,Argentina
12,1,2003,19.727,0.129,Argentina
5,1,2008,10.864,0.129,Argentina
2,1,1997,19.921,0.128,Argentina
12,1,2007,21.033,0.128,Argentina
2,1,1997,19.921,0.128,Argentina
12,1,2007,21.033,0.128,Argentina
2,1,2000,20.395,0.127,Argentina
2,1,2000,20.395,0.127,Argentina
8,1,2004,10.22,0.126,Argentina
8,1,2004,10.22,0.126,Argentina
9,1,1970,13.977,0.123,Argentina
9,1,2010,12.671,0.123,Argentina
9,1,1970,13.977,0.123,Argentina
9,1,2010,12.671,0.123,Argentina
4,1,1987,15.39,0.122,Argentina
1,1,1991,21.354,0.122,Argentina
4,1,1987,15.39,0.122,Argentina
1,1,1991,21.354,0.122,Argentina
11,1,1980,17.568,0.121,Argentina
11,1,1980,17.568,0.121,Argentina
9,1,1982,13.314,0.12,Argentina
9,1,1999,13.892,0.12,Argentina
9,1,1999,13.892,0.12,Argentina
9,1,1982,13.314,0.12,Argentina
9,1,2004,13.672,0.119,Argentina
9,1,2004,13.672,0.119,Argentina
5,1,1971,10.011,0.116,Argentina
5,1,1971,10.011,0.116,Argentina
8,1,1999,10.5,0.115,Argentina
8,1,1999,10.5,0.115,Argentina
4,1,1984,13.725,0.114,Argentina
4,1,1984,13.725,0.114,Argentina
