Year,Date,Day,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1779,5,1,14.18,1.863,NULL,NULL,NULL,NULL,NULL,NULL
1779,6,1,12.547,2.14,NULL,NULL,NULL,NULL,NULL,NULL
1779,7,1,13.659,1.858,NULL,NULL,NULL,NULL,NULL,NULL
1779,8,1,13.799,1.478,NULL,NULL,NULL,NULL,NULL,NULL
1779,9,1,12.683,1.809,NULL,NULL,NULL,NULL,NULL,NULL
1779,10,1,9.35,1.544,NULL,NULL,NULL,NULL,NULL,NULL
1779,11,1,5.77,2.258,NULL,NULL,NULL,NULL,NULL,NULL
1779,12,1,2.269,3.256,NULL,NULL,NULL,NULL,NULL,NULL
1780,1,1,2.515,3.438,NULL,NULL,NULL,NULL,NULL,NULL
1780,2,1,4.08,3.179,NULL,NULL,NULL,NULL,NULL,NULL
1780,3,1,5.724,2.381,NULL,NULL,NULL,NULL,NULL,NULL
1780,4,1,13.732,3.058,NULL,NULL,NULL,NULL,NULL,NULL
1780,5,1,15.757,1.419,NULL,NULL,NULL,NULL,NULL,NULL
1780,6,1,14.747,2.981,NULL,NULL,NULL,NULL,NULL,NULL
1780,7,1,16.183,1.3,NULL,NULL,NULL,NULL,NULL,NULL
1780,8,1,12.947,3.131,NULL,NULL,NULL,NULL,NULL,NULL
1780,9,1,8.844,2.104,NULL,NULL,NULL,NULL,NULL,NULL
1780,10,1,9.376,1.873,NULL,NULL,NULL,NULL,NULL,NULL
1780,11,1,6.706,2.596,NULL,NULL,NULL,NULL,NULL,NULL
1780,12,1,2.584,3.558,NULL,NULL,NULL,NULL,NULL,NULL
1781,1,1,2.401,4.948,NULL,NULL,NULL,NULL,NULL,NULL
1781,2,1,2.267,3.581,NULL,NULL,NULL,NULL,NULL,NULL
1781,3,1,4.772,2.443,NULL,NULL,NULL,NULL,NULL,NULL
1781,4,1,6.923,2.076,NULL,NULL,NULL,NULL,NULL,NULL
1781,5,1,11.102,1.838,NULL,NULL,NULL,NULL,NULL,NULL
1781,6,1,11.678,1.385,NULL,NULL,NULL,NULL,NULL,NULL
1781,7,1,14.285,1.696,NULL,NULL,NULL,NULL,NULL,NULL
1781,8,1,14.141,1.004,NULL,NULL,NULL,NULL,NULL,NULL
1781,9,1,10.304,3.69,NULL,NULL,NULL,NULL,NULL,NULL
1781,10,1,8.547,1.282,NULL,NULL,NULL,NULL,NULL,NULL
1781,11,1,7.523,1.676,NULL,NULL,NULL,NULL,NULL,NULL
1781,12,1,3.288,4.427,NULL,NULL,NULL,NULL,NULL,NULL
1782,1,1,0.341,3.547,NULL,NULL,NULL,NULL,NULL,NULL
1782,2,1,0.639,4.862,NULL,NULL,NULL,NULL,NULL,NULL
1782,3,1,2.565,2.221,NULL,NULL,NULL,NULL,NULL,NULL
1782,4,1,8.618,2.154,NULL,NULL,NULL,NULL,NULL,NULL
1782,5,1,10.99,1.474,NULL,NULL,NULL,NULL,NULL,NULL
1782,6,1,13.801,1.517,NULL,NULL,NULL,NULL,NULL,NULL
1782,7,1,13.925,2.96,NULL,NULL,NULL,NULL,NULL,NULL
1782,8,1,15.683,2.487,NULL,NULL,NULL,NULL,NULL,NULL
1782,9,1,12.398,1.728,NULL,NULL,NULL,NULL,NULL,NULL
1782,10,1,8.978,1.826,NULL,NULL,NULL,NULL,NULL,NULL
1782,11,1,4.956,2.473,NULL,NULL,NULL,NULL,NULL,NULL
1782,12,1,1.921,3.358,NULL,NULL,NULL,NULL,NULL,NULL
1783,1,1,-1.431,5.293,NULL,NULL,NULL,NULL,NULL,NULL
1783,2,1,5.294,3.683,NULL,NULL,NULL,NULL,NULL,NULL
1783,3,1,4.799,2.597,NULL,NULL,NULL,NULL,NULL,NULL
1783,4,1,8.574,1.564,NULL,NULL,NULL,NULL,NULL,NULL
1783,5,1,11.819,2.906,NULL,NULL,NULL,NULL,NULL,NULL
1783,6,1,14.34,1.541,NULL,NULL,NULL,NULL,NULL,NULL
1783,7,1,13.069,1.343,NULL,NULL,NULL,NULL,NULL,NULL
1783,8,1,13.971,1.613,NULL,NULL,NULL,NULL,NULL,NULL
1783,9,1,9.958,1.439,NULL,NULL,NULL,NULL,NULL,NULL
1783,10,1,7.357,2.621,NULL,NULL,NULL,NULL,NULL,NULL
1783,11,1,2.196,2.2,NULL,NULL,NULL,NULL,NULL,NULL
1783,12,1,2.224,3.133,NULL,NULL,NULL,NULL,NULL,NULL
1784,1,1,2.596,3.347,NULL,NULL,NULL,NULL,NULL,NULL
1784,2,1,0.989,2.842,NULL,NULL,NULL,NULL,NULL,NULL
1784,3,1,3.919,3.258,NULL,NULL,NULL,NULL,NULL,NULL
1784,4,1,8.142,1.272,NULL,NULL,NULL,NULL,NULL,NULL
1784,5,1,10.013,1.538,NULL,NULL,NULL,NULL,NULL,NULL
1784,6,1,12.803,1.8,NULL,NULL,NULL,NULL,NULL,NULL
1784,7,1,14.947,1.803,NULL,NULL,NULL,NULL,NULL,NULL
1784,8,1,15.861,2.595,NULL,NULL,NULL,NULL,NULL,NULL
1784,9,1,10.266,1.068,NULL,NULL,NULL,NULL,NULL,NULL
1784,10,1,6.836,1.68,NULL,NULL,NULL,NULL,NULL,NULL
1784,11,1,4.557,2.522,NULL,NULL,NULL,NULL,NULL,NULL
1784,12,1,3.415,3.343,NULL,NULL,NULL,NULL,NULL,NULL
1785,1,1,0.865,2.754,NULL,NULL,NULL,NULL,NULL,NULL
1785,2,1,1.045,2.408,NULL,NULL,NULL,NULL,NULL,NULL
1785,3,1,2.289,4.215,NULL,NULL,NULL,NULL,NULL,NULL
1785,4,1,6.379,1.45,NULL,NULL,NULL,NULL,NULL,NULL
1785,5,1,9.853,2.088,NULL,NULL,NULL,NULL,NULL,NULL
1785,6,1,13.744,2.653,NULL,NULL,NULL,NULL,NULL,NULL
1785,7,1,14.468,2.215,NULL,NULL,NULL,NULL,NULL,NULL
1785,8,1,14.466,2.046,NULL,NULL,NULL,NULL,NULL,NULL
1785,9,1,10.497,1.143,NULL,NULL,NULL,NULL,NULL,NULL
1785,10,1,7.351,1.732,NULL,NULL,NULL,NULL,NULL,NULL
1785,11,1,5.526,2.261,NULL,NULL,NULL,NULL,NULL,NULL
1785,12,1,1.873,1.909,NULL,NULL,NULL,NULL,NULL,NULL
1786,1,1,0.763,2.436,NULL,NULL,NULL,NULL,NULL,NULL
1786,2,1,2.657,2.463,NULL,NULL,NULL,NULL,NULL,NULL
1786,3,1,5.648,2.27,NULL,NULL,NULL,NULL,NULL,NULL
1786,4,1,9.318,3.079,NULL,NULL,NULL,NULL,NULL,NULL
1786,5,1,11.583,2.387,NULL,NULL,NULL,NULL,NULL,NULL
1786,6,1,13.035,1.295,NULL,NULL,NULL,NULL,NULL,NULL
1786,7,1,15.294,2.311,NULL,NULL,NULL,NULL,NULL,NULL
1786,8,1,14.455,3.35,NULL,NULL,NULL,NULL,NULL,NULL
1786,9,1,12.158,2.933,NULL,NULL,NULL,NULL,NULL,NULL
1786,10,1,7.712,1.438,NULL,NULL,NULL,NULL,NULL,NULL
1786,11,1,5.741,3.837,NULL,NULL,NULL,NULL,NULL,NULL
1786,12,1,0.734,2.506,NULL,NULL,NULL,NULL,NULL,NULL
1787,1,1,2.845,3.176,NULL,NULL,NULL,NULL,NULL,NULL
1787,2,1,2.563,2.842,NULL,NULL,NULL,NULL,NULL,NULL
1787,3,1,4.698,3.126,NULL,NULL,NULL,NULL,NULL,NULL
1787,4,1,7.772,1.522,NULL,NULL,NULL,NULL,NULL,NULL
1787,5,1,11.403,1.364,NULL,NULL,NULL,NULL,NULL,NULL
1787,6,1,14.369,2.099,NULL,NULL,NULL,NULL,NULL,NULL
1787,7,1,13.451,2.425,NULL,NULL,NULL,NULL,NULL,NULL
1787,8,1,13.555,1.437,NULL,NULL,NULL,NULL,NULL,NULL
1787,9,1,10.357,1.563,NULL,NULL,NULL,NULL,NULL,NULL
1787,10,1,7.772,3.312,NULL,NULL,NULL,NULL,NULL,NULL
1787,11,1,5.801,2.844,NULL,NULL,NULL,NULL,NULL,NULL
1787,12,1,1.796,2.631,NULL,NULL,NULL,NULL,NULL,NULL
1788,1,1,0.735,2.993,NULL,NULL,NULL,NULL,NULL,NULL
1788,2,1,3.581,4.039,NULL,NULL,NULL,NULL,NULL,NULL
1788,3,1,5.336,3.057,NULL,NULL,NULL,NULL,NULL,NULL
1788,4,1,8.714,2.657,NULL,NULL,NULL,NULL,NULL,NULL
1788,5,1,10.428,1.336,NULL,NULL,NULL,NULL,NULL,NULL
1788,6,1,13.808,1.262,NULL,NULL,NULL,NULL,NULL,NULL
1788,7,1,16.468,2.916,NULL,NULL,NULL,NULL,NULL,NULL
1788,8,1,13.885,1.532,NULL,NULL,NULL,NULL,NULL,NULL
1788,9,1,11.699,1.261,NULL,NULL,NULL,NULL,NULL,NULL
1788,10,1,9.349,2.132,NULL,NULL,NULL,NULL,NULL,NULL
1788,11,1,6.111,1.682,NULL,NULL,NULL,NULL,NULL,NULL
1788,12,1,1.252,5.827,NULL,NULL,NULL,NULL,NULL,NULL
1789,1,1,3.706,4.039,NULL,NULL,NULL,NULL,NULL,NULL
1789,2,1,1.675,2.576,NULL,NULL,NULL,NULL,NULL,NULL
1789,3,1,3.989,1.595,NULL,NULL,NULL,NULL,NULL,NULL
1789,4,1,7.694,1.507,NULL,NULL,NULL,NULL,NULL,NULL
1789,5,1,11.666,2.228,NULL,NULL,NULL,NULL,NULL,NULL
1789,6,1,13.507,1.042,NULL,NULL,NULL,NULL,NULL,NULL
1789,7,1,15.462,1.922,NULL,NULL,NULL,NULL,NULL,NULL
1789,8,1,13.84,1.298,NULL,NULL,NULL,NULL,NULL,NULL
1789,9,1,12.018,1.189,NULL,NULL,NULL,NULL,NULL,NULL
1789,10,1,7.39,1.836,NULL,NULL,NULL,NULL,NULL,NULL
1789,11,1,5.964,1.586,NULL,NULL,NULL,NULL,NULL,NULL
1789,12,1,3.099,1.606,NULL,NULL,NULL,NULL,NULL,NULL
1790,1,1,2.444,1.94,NULL,NULL,NULL,NULL,NULL,NULL
1790,2,1,2.973,2.598,NULL,NULL,NULL,NULL,NULL,NULL
1790,3,1,4.582,1.914,NULL,NULL,NULL,NULL,NULL,NULL
1790,4,1,6.053,2.314,NULL,NULL,NULL,NULL,NULL,NULL
1790,5,1,10.357,1.057,NULL,NULL,NULL,NULL,NULL,NULL
1790,6,1,13.746,1.226,NULL,NULL,NULL,NULL,NULL,NULL
1790,7,1,13.812,1.657,NULL,NULL,NULL,NULL,NULL,NULL
1790,8,1,13.925,1.269,NULL,NULL,NULL,NULL,NULL,NULL
1790,9,1,11.233,1.524,NULL,NULL,NULL,NULL,NULL,NULL
1790,10,1,8.577,1.297,NULL,NULL,NULL,NULL,NULL,NULL
1790,11,1,5.331,1.565,NULL,NULL,NULL,NULL,NULL,NULL
1790,12,1,2.755,2.899,NULL,NULL,NULL,NULL,NULL,NULL
1791,1,1,1.493,5.035,NULL,NULL,NULL,NULL,NULL,NULL
1791,2,1,3.466,2.44,NULL,NULL,NULL,NULL,NULL,NULL
1791,3,1,4.79,2.249,NULL,NULL,NULL,NULL,NULL,NULL
1791,4,1,9.127,1.617,NULL,NULL,NULL,NULL,NULL,NULL
1791,5,1,9.859,1.256,NULL,NULL,NULL,NULL,NULL,NULL
1791,6,1,13.231,1.314,NULL,NULL,NULL,NULL,NULL,NULL
1791,7,1,13.612,1.059,NULL,NULL,NULL,NULL,NULL,NULL
1791,8,1,13.744,0.807,NULL,NULL,NULL,NULL,NULL,NULL
1791,9,1,11.677,1.248,NULL,NULL,NULL,NULL,NULL,NULL
1791,10,1,8.08,1.019,NULL,NULL,NULL,NULL,NULL,NULL
1791,11,1,6.206,1.793,NULL,NULL,NULL,NULL,NULL,NULL
1791,12,1,3.526,1.568,NULL,NULL,NULL,NULL,NULL,NULL
1792,1,1,0.348,2.516,NULL,NULL,NULL,NULL,NULL,NULL
1792,2,1,3.62,2.434,NULL,NULL,NULL,NULL,NULL,NULL
1792,3,1,4.429,1.692,NULL,NULL,NULL,NULL,NULL,NULL
1792,4,1,7.994,1.368,NULL,NULL,NULL,NULL,NULL,NULL
1792,5,1,11.321,1.101,NULL,NULL,NULL,NULL,NULL,NULL
1792,6,1,13.581,1.406,NULL,NULL,NULL,NULL,NULL,NULL
1792,7,1,14.212,1.362,NULL,NULL,NULL,NULL,NULL,NULL
1792,8,1,12.281,1.395,NULL,NULL,NULL,NULL,NULL,NULL
1792,9,1,12.491,1.072,NULL,NULL,NULL,NULL,NULL,NULL
1792,10,1,8.097,1.39,NULL,NULL,NULL,NULL,NULL,NULL
1792,11,1,5.306,2.145,NULL,NULL,NULL,NULL,NULL,NULL
1792,12,1,3.388,2.524,NULL,NULL,NULL,NULL,NULL,NULL
1793,1,1,0.521,2.674,NULL,NULL,NULL,NULL,NULL,NULL
1793,2,1,4.745,2.624,NULL,NULL,NULL,NULL,NULL,NULL
1793,3,1,5.042,2.145,NULL,NULL,NULL,NULL,NULL,NULL
1793,4,1,8.643,1.904,NULL,NULL,NULL,NULL,NULL,NULL
1793,5,1,11.059,1.544,NULL,NULL,NULL,NULL,NULL,NULL
1793,6,1,13.146,1.91,NULL,NULL,NULL,NULL,NULL,NULL
1793,7,1,14.336,2.864,NULL,NULL,NULL,NULL,NULL,NULL
1793,8,1,13.16,1.746,NULL,NULL,NULL,NULL,NULL,NULL
1793,9,1,12.002,2.325,NULL,NULL,NULL,NULL,NULL,NULL
1793,10,1,8.393,1.661,NULL,NULL,NULL,NULL,NULL,NULL
1793,11,1,5.666,3.635,NULL,NULL,NULL,NULL,NULL,NULL
1793,12,1,2.037,2.261,NULL,NULL,NULL,NULL,NULL,NULL
1794,1,1,3.71,3.869,NULL,NULL,NULL,NULL,NULL,NULL
1794,2,1,3.605,5.138,NULL,NULL,NULL,NULL,NULL,NULL
1794,3,1,5.696,1.805,NULL,NULL,NULL,NULL,NULL,NULL
1794,4,1,9.367,1.219,NULL,NULL,NULL,NULL,NULL,NULL
1794,5,1,12.376,1.063,NULL,NULL,NULL,NULL,NULL,NULL
1794,6,1,11.994,1.159,NULL,NULL,NULL,NULL,NULL,NULL
1794,7,1,12.874,1.283,NULL,NULL,NULL,NULL,NULL,NULL
1794,8,1,13.484,0.989,NULL,NULL,NULL,NULL,NULL,NULL
1794,9,1,11.896,1.57,NULL,NULL,NULL,NULL,NULL,NULL
1794,10,1,9.108,1.29,NULL,NULL,NULL,NULL,NULL,NULL
1794,11,1,5.284,2.087,NULL,NULL,NULL,NULL,NULL,NULL
1794,12,1,2.918,2.276,NULL,NULL,NULL,NULL,NULL,NULL
1795,1,1,2.731,2.506,NULL,NULL,NULL,NULL,NULL,NULL
1795,2,1,4.39,3.336,NULL,NULL,NULL,NULL,NULL,NULL
1795,3,1,5.709,1.959,NULL,NULL,NULL,NULL,NULL,NULL
1795,4,1,8.918,1.88,NULL,NULL,NULL,NULL,NULL,NULL
1795,5,1,11.029,2.444,NULL,NULL,NULL,NULL,NULL,NULL
1795,6,1,13.293,0.987,NULL,NULL,NULL,NULL,NULL,NULL
1795,7,1,14.295,2.165,NULL,NULL,NULL,NULL,NULL,NULL
1795,8,1,13.14,1.135,NULL,NULL,NULL,NULL,NULL,NULL
1795,9,1,11.133,1.397,NULL,NULL,NULL,NULL,NULL,NULL
1795,10,1,7.786,2.202,NULL,NULL,NULL,NULL,NULL,NULL
1795,11,1,5.207,2.269,NULL,NULL,NULL,NULL,NULL,NULL
1795,12,1,2.573,2.24,NULL,NULL,NULL,NULL,NULL,NULL
1796,1,1,2.844,2.096,NULL,NULL,NULL,NULL,NULL,NULL
1796,2,1,2.736,2.019,NULL,NULL,NULL,NULL,NULL,NULL
1796,3,1,3.477,2.044,NULL,NULL,NULL,NULL,NULL,NULL
1796,4,1,7.773,1.16,NULL,NULL,NULL,NULL,NULL,NULL
1796,5,1,11.273,0.955,NULL,NULL,NULL,NULL,NULL,NULL
1796,6,1,14.216,2.923,NULL,NULL,NULL,NULL,NULL,NULL
1796,7,1,14.314,0.964,NULL,NULL,NULL,NULL,NULL,NULL
1796,8,1,14.722,2.777,NULL,NULL,NULL,NULL,NULL,NULL
1796,9,1,12.012,1.919,NULL,NULL,NULL,NULL,NULL,NULL
1796,10,1,8.924,1.283,NULL,NULL,NULL,NULL,NULL,NULL
1796,11,1,5.702,1.456,NULL,NULL,NULL,NULL,NULL,NULL
1796,12,1,1.259,3.452,NULL,NULL,NULL,NULL,NULL,NULL
1797,1,1,4.396,2.397,NULL,NULL,NULL,NULL,NULL,NULL
1797,2,1,4.957,2.564,NULL,NULL,NULL,NULL,NULL,NULL
1797,3,1,4.056,2.948,NULL,NULL,NULL,NULL,NULL,NULL
1797,4,1,6.6,3.311,NULL,NULL,NULL,NULL,NULL,NULL
1797,5,1,10.417,2.432,NULL,NULL,NULL,NULL,NULL,NULL
1797,6,1,13.852,1.014,NULL,NULL,NULL,NULL,NULL,NULL
1797,7,1,14.107,1.613,NULL,NULL,NULL,NULL,NULL,NULL
1797,8,1,14.04,1.713,NULL,NULL,NULL,NULL,NULL,NULL
1797,9,1,12.459,1.772,NULL,NULL,NULL,NULL,NULL,NULL
1797,10,1,9.191,1.332,NULL,NULL,NULL,NULL,NULL,NULL
1797,11,1,4.777,1.727,NULL,NULL,NULL,NULL,NULL,NULL
1797,12,1,3.275,1.725,NULL,NULL,NULL,NULL,NULL,NULL
1798,1,1,2.679,1.967,NULL,NULL,NULL,NULL,NULL,NULL
1798,2,1,3.213,2.034,NULL,NULL,NULL,NULL,NULL,NULL
1798,3,1,7.008,2.537,NULL,NULL,NULL,NULL,NULL,NULL
1798,4,1,8.083,1.85,NULL,NULL,NULL,NULL,NULL,NULL
1798,5,1,11.769,2.029,NULL,NULL,NULL,NULL,NULL,NULL
1798,6,1,13.246,0.793,NULL,NULL,NULL,NULL,NULL,NULL
1798,7,1,14.951,1.281,NULL,NULL,NULL,NULL,NULL,NULL
1798,8,1,14.754,2.047,NULL,NULL,NULL,NULL,NULL,NULL
1798,9,1,11.627,1.687,NULL,NULL,NULL,NULL,NULL,NULL
1798,10,1,8.655,1.024,NULL,NULL,NULL,NULL,NULL,NULL
1798,11,1,6.031,2.629,NULL,NULL,NULL,NULL,NULL,NULL
1798,12,1,2.027,2.962,NULL,NULL,NULL,NULL,NULL,NULL
1799,1,1,1.923,2.229,NULL,NULL,NULL,NULL,NULL,NULL
1799,2,1,2.078,2.891,NULL,NULL,NULL,NULL,NULL,NULL
1799,3,1,3.986,1.562,NULL,NULL,NULL,NULL,NULL,NULL
1799,4,1,8.786,2.533,NULL,NULL,NULL,NULL,NULL,NULL
1799,5,1,11.353,1.545,NULL,NULL,NULL,NULL,NULL,NULL
1799,6,1,13.68,0.873,NULL,NULL,NULL,NULL,NULL,NULL
1799,7,1,14.869,1.308,NULL,NULL,NULL,NULL,NULL,NULL
1799,8,1,14.086,1.083,NULL,NULL,NULL,NULL,NULL,NULL
1799,9,1,12.311,1.378,NULL,NULL,NULL,NULL,NULL,NULL
1799,10,1,9.606,1.369,NULL,NULL,NULL,NULL,NULL,NULL
1799,11,1,5.904,1.894,NULL,NULL,NULL,NULL,NULL,NULL
1799,12,1,3.487,2.196,NULL,NULL,NULL,NULL,NULL,NULL
1800,1,1,2.815,1.844,NULL,NULL,NULL,NULL,NULL,NULL
1800,2,1,3.634,2.6,NULL,NULL,NULL,NULL,NULL,NULL
1800,3,1,4.452,2.613,NULL,NULL,NULL,NULL,NULL,NULL
1800,4,1,9.125,2.168,NULL,NULL,NULL,NULL,NULL,NULL
1800,5,1,11.097,1.725,NULL,NULL,NULL,NULL,NULL,NULL
1800,6,1,13.606,1.169,NULL,NULL,NULL,NULL,NULL,NULL
1800,7,1,13.763,0.933,NULL,NULL,NULL,NULL,NULL,NULL
1800,8,1,13.619,1.417,NULL,NULL,NULL,NULL,NULL,NULL
1800,9,1,10.795,1.62,NULL,NULL,NULL,NULL,NULL,NULL
1800,10,1,9.469,1.643,NULL,NULL,NULL,NULL,NULL,NULL
1800,11,1,5.572,1.264,NULL,NULL,NULL,NULL,NULL,NULL
1800,12,1,3.864,1.628,NULL,NULL,NULL,NULL,NULL,NULL
1801,1,1,2.687,1.922,NULL,NULL,NULL,NULL,NULL,NULL
1801,2,1,3.149,2.045,NULL,NULL,NULL,NULL,NULL,NULL
1801,3,1,6.455,1.336,NULL,NULL,NULL,NULL,NULL,NULL
1801,4,1,7.404,1.619,NULL,NULL,NULL,NULL,NULL,NULL
1801,5,1,12.123,1.541,NULL,NULL,NULL,NULL,NULL,NULL
1801,6,1,12.536,0.877,NULL,NULL,NULL,NULL,NULL,NULL
1801,7,1,14.676,1.56,NULL,NULL,NULL,NULL,NULL,NULL
1801,8,1,13.187,1.223,NULL,NULL,NULL,NULL,NULL,NULL
1801,9,1,11.462,1.384,NULL,NULL,NULL,NULL,NULL,NULL
1801,10,1,9.099,1.267,NULL,NULL,NULL,NULL,NULL,NULL
1801,11,1,5.72,1.681,NULL,NULL,NULL,NULL,NULL,NULL
1801,12,1,4.578,2.525,NULL,NULL,NULL,NULL,NULL,NULL
1802,1,1,3.74,1.905,NULL,NULL,NULL,NULL,NULL,NULL
1802,2,1,2.828,2.053,NULL,NULL,NULL,NULL,NULL,NULL
1802,3,1,5.201,2.706,NULL,NULL,NULL,NULL,NULL,NULL
1802,4,1,7.623,1.464,NULL,NULL,NULL,NULL,NULL,NULL
1802,5,1,10.457,1.82,NULL,NULL,NULL,NULL,NULL,NULL
1802,6,1,14.471,1.253,NULL,NULL,NULL,NULL,NULL,NULL
1802,7,1,14.628,1.155,NULL,NULL,NULL,NULL,NULL,NULL
1802,8,1,14.039,1.586,NULL,NULL,NULL,NULL,NULL,NULL
1802,9,1,11.788,2.141,NULL,NULL,NULL,NULL,NULL,NULL
1802,10,1,9.747,1.612,NULL,NULL,NULL,NULL,NULL,NULL
1802,11,1,5.535,2.146,NULL,NULL,NULL,NULL,NULL,NULL
1802,12,1,2.881,2.347,NULL,NULL,NULL,NULL,NULL,NULL
1803,1,1,0.602,2.026,NULL,NULL,NULL,NULL,NULL,NULL
1803,2,1,1.443,2.887,NULL,NULL,NULL,NULL,NULL,NULL
1803,3,1,4.875,2.061,NULL,NULL,NULL,NULL,NULL,NULL
1803,4,1,9.291,1.914,NULL,NULL,NULL,NULL,NULL,NULL
1803,5,1,11.795,0.898,NULL,NULL,NULL,NULL,NULL,NULL
1803,6,1,13.821,0.766,NULL,NULL,NULL,NULL,NULL,NULL
1803,7,1,15.106,0.944,NULL,NULL,NULL,NULL,NULL,NULL
1803,8,1,15.366,1.252,NULL,NULL,NULL,NULL,NULL,NULL
1803,9,1,12.33,1.259,NULL,NULL,NULL,NULL,NULL,NULL
1803,10,1,9.119,1.479,NULL,NULL,NULL,NULL,NULL,NULL
1803,11,1,5.961,1.843,NULL,NULL,NULL,NULL,NULL,NULL
1803,12,1,2.327,2.269,NULL,NULL,NULL,NULL,NULL,NULL
1804,1,1,2.445,2.683,NULL,NULL,NULL,NULL,NULL,NULL
1804,2,1,1.939,2.293,NULL,NULL,NULL,NULL,NULL,NULL
1804,3,1,4.425,2.186,NULL,NULL,NULL,NULL,NULL,NULL
1804,4,1,10.057,1.117,NULL,NULL,NULL,NULL,NULL,NULL
1804,5,1,12.107,1.274,NULL,NULL,NULL,NULL,NULL,NULL
1804,6,1,13.774,1.58,NULL,NULL,NULL,NULL,NULL,NULL
1804,7,1,15.774,1.318,NULL,NULL,NULL,NULL,NULL,NULL
1804,8,1,14.511,1.08,NULL,NULL,NULL,NULL,NULL,NULL
1804,9,1,12.468,2.644,NULL,NULL,NULL,NULL,NULL,NULL
1804,10,1,9.282,1.231,NULL,NULL,NULL,NULL,NULL,NULL
1804,11,1,7.132,2.099,NULL,NULL,NULL,NULL,NULL,NULL
1804,12,1,2.224,2.597,NULL,NULL,NULL,NULL,NULL,NULL
1805,1,1,2.822,2.512,NULL,NULL,NULL,NULL,NULL,NULL
1805,2,1,2.557,2.455,NULL,NULL,NULL,NULL,NULL,NULL
1805,3,1,5.76,1.498,NULL,NULL,NULL,NULL,NULL,NULL
1805,4,1,8.123,1.291,NULL,NULL,NULL,NULL,NULL,NULL
1805,5,1,11.104,1.216,NULL,NULL,NULL,NULL,NULL,NULL
1805,6,1,14.027,1.368,NULL,NULL,NULL,NULL,NULL,NULL
1805,7,1,14.702,1.151,NULL,NULL,NULL,NULL,NULL,NULL
1805,8,1,15.27,1.021,NULL,NULL,NULL,NULL,NULL,NULL
1805,9,1,12.039,1.831,NULL,NULL,NULL,NULL,NULL,NULL
1805,10,1,7.636,1.603,NULL,NULL,NULL,NULL,NULL,NULL
1805,11,1,4.555,2.399,NULL,NULL,NULL,NULL,NULL,NULL
1805,12,1,4.158,1.922,NULL,NULL,NULL,NULL,NULL,NULL
1806,1,1,2.917,2.167,NULL,NULL,NULL,NULL,NULL,NULL
1806,2,1,2.937,2.079,NULL,NULL,NULL,NULL,NULL,NULL
1806,3,1,4.691,1.557,NULL,NULL,NULL,NULL,NULL,NULL
1806,4,1,8.032,1.772,NULL,NULL,NULL,NULL,NULL,NULL
1806,5,1,11.503,1.426,NULL,NULL,NULL,NULL,NULL,NULL
1806,6,1,12.418,0.837,NULL,NULL,NULL,NULL,NULL,NULL
1806,7,1,13.923,1.505,NULL,NULL,NULL,NULL,NULL,NULL
1806,8,1,14.593,1.361,NULL,NULL,NULL,NULL,NULL,NULL
1806,9,1,12.549,1.753,NULL,NULL,NULL,NULL,NULL,NULL
1806,10,1,8.426,1.113,NULL,NULL,NULL,NULL,NULL,NULL
1806,11,1,5.231,1.542,NULL,NULL,NULL,NULL,NULL,NULL
1806,12,1,3.989,1.729,NULL,NULL,NULL,NULL,NULL,NULL
1807,1,1,1.055,2.393,NULL,NULL,NULL,NULL,NULL,NULL
1807,2,1,4.094,2.677,NULL,NULL,NULL,NULL,NULL,NULL
1807,3,1,4.788,2.253,NULL,NULL,NULL,NULL,NULL,NULL
1807,4,1,6.971,1.26,NULL,NULL,NULL,NULL,NULL,NULL
1807,5,1,9.331,0.93,NULL,NULL,NULL,NULL,NULL,NULL
1807,6,1,13.293,1.271,NULL,NULL,NULL,NULL,NULL,NULL
1807,7,1,14.138,1.605,NULL,NULL,NULL,NULL,NULL,NULL
1807,8,1,13.799,1.525,NULL,NULL,NULL,NULL,NULL,NULL
1807,9,1,12.615,1.18,NULL,NULL,NULL,NULL,NULL,NULL
1807,10,1,8.857,1.193,NULL,NULL,NULL,NULL,NULL,NULL
1807,11,1,6.015,1.588,NULL,NULL,NULL,NULL,NULL,NULL
1807,12,1,4.421,1.232,NULL,NULL,NULL,NULL,NULL,NULL
1808,1,1,1.131,4.111,NULL,NULL,NULL,NULL,NULL,NULL
1808,2,1,2.142,2.175,NULL,NULL,NULL,NULL,NULL,NULL
1808,3,1,4.361,3.02,NULL,NULL,NULL,NULL,NULL,NULL
1808,4,1,7.482,1.459,NULL,NULL,NULL,NULL,NULL,NULL
1808,5,1,9.357,2.068,NULL,NULL,NULL,NULL,NULL,NULL
1808,6,1,13.429,1.585,NULL,NULL,NULL,NULL,NULL,NULL
1808,7,1,14.491,1.676,NULL,NULL,NULL,NULL,NULL,NULL
1808,8,1,13.047,1.227,NULL,NULL,NULL,NULL,NULL,NULL
1808,9,1,12.711,1.688,NULL,NULL,NULL,NULL,NULL,NULL
1808,10,1,7.972,1.48,NULL,NULL,NULL,NULL,NULL,NULL
1808,11,1,4.512,1.772,NULL,NULL,NULL,NULL,NULL,NULL
